"x","y","Z_cell"
0.32054,0.78959,"tumor"
0.32505,0.79014,"tumor"
0.32198,0.809,"stroma"
0.32221,0.80695,"stroma"
0.32454,0.80427,"lymphocyte"
0.32198,0.79973,"necrosis"
0.32044,0.80927,"stroma"
0.31984,0.80786,"stroma"
0.31891,0.80336,"tumor"
0.32733,0.80963,"tumor"
0.32673,0.80536,"stroma"
0.32184,0.80609,"stroma"
0.32547,0.80041,"stroma"
0.32412,0.80145,"necrosis"
0.31816,0.80427,"tumor"
0.32566,0.8045,"blood"
0.32017,0.80518,"stroma"
0.32375,0.80704,"stroma"
0.32333,0.80209,"necrosis"
0.32421,0.80863,"stroma"
0.32035,0.8005,"stroma"
0.32128,0.80473,"stroma"
0.32556,0.80891,"tumor"
0.3257,0.80514,"stroma"
0.31807,0.80177,"tumor"
0.32514,0.80445,"stroma"
0.32607,0.80214,"stroma"
0.32198,0.80095,"stroma"
0.32338,0.80009,"tumor"
0.32691,0.80295,"stroma"
0.31919,0.807,"blood"
0.31844,0.80568,"tumor"
0.3231,0.80195,"tumor"
0.32421,0.80295,"tumor"
0.32491,0.81377,"stroma"
0.31891,0.81936,"tumor"
0.32356,0.81363,"stroma"
0.32612,0.81136,"stroma"
0.32245,0.8189,"tumor"
0.32663,0.81468,"stroma"
0.32426,0.8175,"stroma"
0.31775,0.80986,"stroma"
0.31891,0.81518,"ductal epithelium"
0.32584,0.81354,"stroma"
0.32119,0.8145,"tumor"
0.31868,0.81363,"ductal epithelium"
0.32245,0.81191,"stroma"
0.31882,0.81082,"stroma"
0.32733,0.81695,"ductal epithelium"
0.31747,0.81413,"ductal epithelium"
0.32393,0.81186,"stroma"
0.32077,0.81291,"tumor"
0.32473,0.81527,"stroma"
0.32794,0.8145,"stroma"
0.31854,0.81695,"tumor"
0.32561,0.81868,"stroma"
0.32012,0.81191,"tumor"
0.31765,0.81213,"tumor"
0.31979,0.811,"stroma"
0.31765,0.81936,"tumor"
0.32561,0.81577,"stroma"
0.3264,0.81945,"stroma"
0.3231,0.80986,"stroma"
0.32221,0.81645,"tumor"
0.32035,0.81786,"tumor"
0.32384,0.80991,"stroma"
0.3197,0.8205,"tumor"
0.32477,0.82518,"tumor"
0.32584,0.82304,"tumor"
0.31821,0.83017,"tumor"
0.32701,0.82331,"tumor"
0.32649,0.82581,"tumor"
0.31947,0.82627,"tumor"
0.32119,0.82118,"tumor"
0.3191,0.82386,"tumor"
0.31816,0.82872,"tumor"
0.323,0.82918,"ductal epithelium"
0.32035,0.82881,"tumor"
0.3237,0.82054,"tumor"
0.31779,0.82181,"tumor"
0.32151,0.82808,"ductal epithelium"
0.3217,0.82213,"tumor"
0.3277,0.82263,"blood"
0.32384,0.82954,"tumor"
0.32077,0.8234,"tumor"
0.31765,0.82063,"tumor"
0.32338,0.82699,"tumor"
0.32533,0.82736,"tumor"
0.32203,0.82727,"stroma"
0.32044,0.83017,"tumor"
0.32077,0.82468,"tumor"
0.32677,0.82013,"tumor"
0.32719,0.82486,"tumor"
0.31919,0.82881,"tumor"
0.32733,0.82745,"tumor"
0.32556,0.82122,"tumor"
0.32319,0.82281,"tumor"
0.31784,0.83277,"blood"
0.3237,0.83717,"stroma"
0.32719,0.83849,"stroma"
0.31761,0.83704,"stroma"
0.31984,0.83449,"stroma"
0.32403,0.83286,"ductal epithelium"
0.32789,0.83576,"necrosis"
0.32142,0.83272,"stroma"
0.32603,0.83576,"tumor"
0.32547,0.83781,"blood"
0.32449,0.8304,"tumor"
0.32431,0.83863,"stroma"
0.31886,0.83476,"stroma"
0.32128,0.83985,"stroma"
0.32128,0.83536,"stroma"
0.32235,0.8314,"stroma"
0.31933,0.83308,"stroma"
0.32775,0.83422,"stroma"
0.32542,0.83154,"tumor"
0.31928,0.83554,"stroma"
0.32784,0.84008,"stroma"
0.32403,0.83436,"stroma"
0.32566,0.83867,"stroma"
0.31896,0.83808,"stroma"
0.3184,0.83926,"stroma"
0.32003,0.83131,"stroma"
0.31891,0.83399,"stroma"
0.32049,0.83672,"stroma"
0.32687,0.83063,"tumor"
0.32612,0.83258,"tumor"
0.32235,0.83408,"stroma"
0.32514,0.84126,"stroma"
0.32752,0.84913,"lymphocyte"
0.32105,0.84208,"stroma"
0.32333,0.84372,"stroma"
0.32538,0.84808,"stroma"
0.3271,0.84772,"lymphocyte"
0.32245,0.84722,"necrosis"
0.31858,0.8414,"stroma"
0.32259,0.85044,"stroma"
0.32487,0.8429,"stroma"
0.3264,0.84544,"stroma"
0.32328,0.84785,"necrosis"
0.32389,0.84735,"blood"
0.32705,0.84222,"stroma"
0.32035,0.84435,"stroma"
0.32198,0.84549,"stroma"
0.3197,0.85058,"stroma"
0.31891,0.84967,"stroma"
0.32496,0.84935,"stroma"
0.32752,0.8434,"stroma"
0.32724,0.84149,"stroma"
0.32082,0.84354,"stroma"
0.32286,0.84095,"stroma"
0.3278,0.85017,"stroma"
0.31844,0.84167,"stroma"
0.32105,0.84058,"stroma"
0.32649,0.85244,"necrosis"
0.32026,0.85676,"blood"
0.32421,0.85394,"stroma"
0.319,0.8534,"stroma"
0.32263,0.86049,"necrosis"
0.32566,0.86053,"lymphocyte"
0.32012,0.85126,"stroma"
0.32021,0.85553,"stroma"
0.32151,0.85676,"necrosis"
0.32733,0.85676,"stroma"
0.32198,0.85531,"blood"
0.32654,0.8539,"stroma"
0.32775,0.85358,"stroma"
0.32286,0.8579,"stroma"
0.32161,0.85431,"stroma"
0.32696,0.85426,"blood"
0.3258,0.85853,"stroma"
0.3244,0.85962,"stroma"
0.32594,0.8594,"stroma"
0.32668,0.85526,"blood"
0.3251,0.86012,"lymphocyte"
0.32165,0.85699,"tumor"
0.32766,0.8593,"stroma"
0.31877,0.85531,"stroma"
0.3271,0.85135,"stroma"
0.32445,0.85644,"stroma"
0.32566,0.85562,"stroma"
0.31858,0.85276,"stroma"
0.32086,0.8524,"stroma"
0.32947,0.41681,"blood"
0.33771,0.41018,"lymphocyte"
0.33464,0.41159,"blood"
0.32812,0.41704,"stroma"
0.33301,0.41182,"necrosis"
0.33594,0.41545,"stroma"
0.33347,0.41091,"stroma"
0.33426,0.41631,"lymphocyte"
0.33175,0.41109,"tumor"
0.33733,0.41531,"stroma"
0.33436,0.41945,"stroma"
0.33105,0.41704,"stroma"
0.32798,0.41363,"necrosis"
0.33692,0.417,"stroma"
0.33133,0.413,"blood"
0.33715,0.41145,"lymphocyte"
0.33408,0.41431,"stroma"
0.32826,0.41527,"necrosis"
0.3351,0.41282,"stroma"
0.33403,0.40923,"stroma"
0.32952,0.41581,"stroma"
0.33287,0.414,"stroma"
0.33087,0.41586,"stroma"
0.33687,0.41141,"necrosis"
0.3325,0.41263,"tumor"
0.33566,0.41077,"stroma"
0.32854,0.41282,"blood"
0.32989,0.41359,"stroma"
0.32901,0.41354,"stroma"
0.32896,0.41436,"stroma"
0.33613,0.41886,"stroma"
0.33138,0.41441,"stroma"
0.32998,0.415,"stroma"
0.32822,0.42563,"blood"
0.33701,0.42686,"stroma"
0.33571,0.42608,"stroma"
0.3297,0.42477,"stroma"
0.32975,0.42254,"stroma"
0.3364,0.4239,"stroma"
0.33827,0.42036,"stroma"
0.33501,0.42509,"stroma"
0.32868,0.42949,"necrosis"
0.33152,0.42536,"lymphocyte"
0.3291,0.42536,"stroma"
0.33827,0.42413,"stroma"
0.33273,0.42663,"stroma"
0.33357,0.42608,"stroma"
0.33175,0.42604,"stroma"
0.32994,0.42908,"necrosis"
0.33738,0.42281,"stroma"
0.33133,0.42708,"lymphocyte"
0.33236,0.42518,"stroma"
0.33096,0.42599,"lymphocyte"
0.33622,0.42509,"lymphocyte"
0.33059,0.42536,"stroma"
0.32989,0.42704,"lymphocyte"
0.33445,0.4269,"stroma"
0.33319,0.42236,"lymphocyte"
0.32826,0.4214,"stroma"
0.32831,0.42009,"stroma"
0.33552,0.42695,"stroma"
0.3304,0.42654,"lymphocyte"
0.33152,0.42468,"stroma"
0.32863,0.42663,"stroma"
0.33608,0.42013,"stroma"
0.33468,0.42954,"tumor"
0.33789,0.42518,"stroma"
0.33408,0.42486,"stroma"
0.33333,0.42063,"stroma"
0.33184,0.42236,"stroma"
0.3324,0.41954,"stroma"
0.33557,0.42013,"stroma"
0.32826,0.42204,"stroma"
0.32835,0.42481,"stroma"
0.3358,0.42613,"stroma"
0.33324,0.42954,"necrosis"
0.33315,0.4389,"tumor"
0.32798,0.42986,"necrosis"
0.33054,0.4394,"stroma"
0.33398,0.4354,"stroma"
0.32933,0.43795,"stroma"
0.33157,0.43808,"tumor"
0.32901,0.43363,"necrosis"
0.33803,0.42986,"tumor"
0.33696,0.43876,"tumor"
0.3365,0.43481,"necrosis"
0.33166,0.43572,"stroma"
0.33222,0.43404,"tumor"
0.33408,0.43036,"stroma"
0.32975,0.43404,"tumor"
0.33087,0.43645,"necrosis"
0.32877,0.43686,"stroma"
0.3351,0.43699,"tumor"
0.33599,0.4304,"necrosis"
0.33315,0.43504,"stroma"
0.33524,0.43976,"tumor"
0.33389,0.43231,"stroma"
0.33324,0.43058,"stroma"
0.33668,0.43022,"necrosis"
0.33654,0.43645,"stroma"
0.33645,0.43463,"necrosis"
0.3384,0.43526,"stroma"
0.33096,0.44158,"tumor"
0.33096,0.4449,"stroma"
0.32915,0.44867,"stroma"
0.3297,0.44522,"stroma"
0.33729,0.44281,"tumor"
0.33701,0.44876,"stroma"
0.33157,0.44058,"tumor"
0.33552,0.44822,"stroma"
0.33417,0.44663,"stroma"
0.32924,0.44135,"tumor"
0.33822,0.44813,"stroma"
0.33599,0.44567,"stroma"
0.33203,0.44763,"blood"
0.32868,0.44472,"lymphocyte"
0.33189,0.44363,"stroma"
0.32826,0.44217,"stroma"
0.33757,0.44735,"stroma"
0.33575,0.44126,"stroma"
0.33338,0.44408,"stroma"
0.33436,0.44322,"stroma"
0.33133,0.44935,"lymphocyte"
0.33394,0.44835,"stroma"
0.33375,0.4414,"tumor"
0.33068,0.44849,"stroma"
0.33324,0.44199,"tumor"
0.33603,0.44917,"lymphocyte"
0.33822,0.44663,"stroma"
0.32947,0.44735,"stroma"
0.33827,0.44844,"stroma"
0.3324,0.44022,"stroma"
0.3372,0.44567,"stroma"
0.32933,0.4499,"stroma"
0.33608,0.44931,"stroma"
0.33761,0.45017,"stroma"
0.33529,0.44703,"stroma"
0.33822,0.4598,"lymphocyte"
0.32826,0.45812,"lymphocyte"
0.33757,0.45167,"stroma"
0.3291,0.45971,"stroma"
0.3317,0.45958,"lymphocyte"
0.32956,0.45585,"lymphocyte"
0.3291,0.45803,"stroma"
0.33273,0.45431,"blood"
0.33068,0.45381,"stroma"
0.33408,0.45512,"stroma"
0.33068,0.4588,"lymphocyte"
0.33375,0.45681,"stroma"
0.32989,0.45108,"stroma"
0.33301,0.45635,"stroma"
0.33277,0.45099,"stroma"
0.32822,0.45503,"stroma"
0.33478,0.4504,"stroma"
0.33547,0.46035,"stroma"
0.3331,0.45903,"stroma"
0.33017,0.45571,"lymphocyte"
0.33226,0.45558,"blood"
0.33575,0.45317,"lymphocyte"
0.32919,0.45212,"blood"
0.33729,0.45849,"lymphocyte"
0.33645,0.45381,"lymphocyte"
0.32808,0.45294,"stroma"
0.32989,0.45199,"stroma"
0.33459,0.45335,"blood"
0.32896,0.45162,"lymphocyte"
0.32845,0.45867,"blood"
0.32849,0.45231,"stroma"
0.33571,0.45435,"lymphocyte"
0.33119,0.45126,"stroma"
0.33412,0.45394,"stroma"
0.33626,0.45971,"blood"
0.33091,0.45681,"blood"
0.33775,0.45699,"lymphocyte"
0.33622,0.45094,"stroma"
0.33231,0.45049,"stroma"
0.32808,0.45676,"stroma"
0.33733,0.4594,"stroma"
0.33333,0.45803,"stroma"
0.33408,0.45053,"stroma"
0.33291,0.46726,"lymphocyte"
0.33724,0.46221,"lymphocyte"
0.33357,0.4683,"blood"
0.32938,0.46903,"lymphocyte"
0.33492,0.46153,"lymphocyte"
0.33622,0.47039,"lymphocyte"
0.33398,0.46467,"blood"
0.33087,0.46153,"lymphocyte"
0.33501,0.46449,"blood"
0.33817,0.46294,"lymphocyte"
0.33277,0.46449,"lymphocyte"
0.32891,0.46944,"lymphocyte"
0.33245,0.4658,"lymphocyte"
0.33464,0.46376,"blood"
0.33813,0.47067,"lymphocyte"
0.33519,0.46389,"blood"
0.33729,0.47048,"lymphocyte"
0.33785,0.46948,"lymphocyte"
0.32919,0.46235,"stroma"
0.33273,0.4623,"lymphocyte"
0.3284,0.46149,"lymphocyte"
0.33585,0.46217,"lymphocyte"
0.33152,0.46894,"lymphocyte"
0.3297,0.46653,"lymphocyte"
0.33105,0.4668,"lymphocyte"
0.32822,0.46508,"stroma"
0.3331,0.46094,"stroma"
0.33412,0.46617,"stroma"
0.32822,0.47044,"stroma"
0.33087,0.47076,"stroma"
0.3351,0.46817,"stroma"
0.32798,0.46308,"lymphocyte"
0.32938,0.46535,"blood"
0.33608,0.46653,"stroma"
0.32896,0.46635,"blood"
0.33617,0.46839,"stroma"
0.33133,0.46539,"lymphocyte"
0.33775,0.46858,"lymphocyte"
0.33519,0.4703,"lymphocyte"
0.33366,0.46762,"stroma"
0.3305,0.46848,"stroma"
0.3364,0.46462,"blood"
0.33017,0.46058,"lymphocyte"
0.3364,0.46971,"stroma"
0.32808,0.46285,"stroma"
0.33733,0.46358,"stroma"
0.33636,0.46071,"stroma"
0.33492,0.46317,"stroma"
0.32942,0.46499,"stroma"
0.33529,0.46535,"stroma"
0.33636,0.46285,"stroma"
0.33012,0.4608,"stroma"
0.32854,0.46317,"stroma"
0.33184,0.47462,"lymphocyte"
0.32975,0.47235,"blood"
0.33654,0.47639,"lymphocyte"
0.32817,0.47535,"blood"
0.32938,0.47185,"lymphocyte"
0.33361,0.47471,"lymphocyte"
0.33747,0.47435,"blood"
0.33543,0.47435,"blood"
0.33119,0.47289,"lymphocyte"
0.3378,0.47489,"lymphocyte"
0.33398,0.47153,"lymphocyte"
0.33761,0.47726,"lymphocyte"
0.33343,0.47566,"lymphocyte"
0.33194,0.47644,"lymphocyte"
0.33012,0.47376,"lymphocyte"
0.33105,0.47476,"lymphocyte"
0.33733,0.47907,"blood"
0.33245,0.47176,"lymphocyte"
0.33231,0.4783,"stroma"
0.32942,0.47362,"lymphocyte"
0.33454,0.47089,"lymphocyte"
0.33575,0.47648,"lymphocyte"
0.33715,0.4768,"lymphocyte"
0.33543,0.47789,"stroma"
0.33599,0.47148,"lymphocyte"
0.33626,0.47539,"stroma"
0.33017,0.47735,"lymphocyte"
0.33538,0.4718,"lymphocyte"
0.33557,0.47089,"blood"
0.33026,0.47526,"lymphocyte"
0.33817,0.47253,"lymphocyte"
0.3351,0.47539,"stroma"
0.33203,0.47535,"lymphocyte"
0.32984,0.47903,"stroma"
0.3325,0.47903,"stroma"
0.33445,0.47212,"stroma"
0.32966,0.47553,"stroma"
0.33319,0.47712,"lymphocyte"
0.33464,0.47407,"stroma"
0.33515,0.47685,"lymphocyte"
0.33087,0.4803,"stroma"
0.33333,0.47412,"lymphocyte"
0.33743,0.47135,"stroma"
0.33682,0.47321,"stroma"
0.3338,0.47626,"stroma"
0.33319,0.47185,"lymphocyte"
0.33184,0.48035,"stroma"
0.33794,0.47598,"stroma"
0.33301,0.47962,"stroma"
0.32938,0.48044,"stroma"
0.3384,0.47925,"stroma"
0.33063,0.47603,"stroma"
0.33668,0.47975,"stroma"
0.33194,0.47721,"stroma"
0.32961,0.48666,"stroma"
0.33026,0.48748,"stroma"
0.33757,0.4878,"lymphocyte"
0.33273,0.49043,"stroma"
0.32961,0.48803,"lymphocyte"
0.33305,0.4878,"stroma"
0.33836,0.48353,"stroma"
0.32887,0.4913,"stroma"
0.33282,0.48616,"stroma"
0.33059,0.48153,"stroma"
0.33761,0.48898,"stroma"
0.33682,0.48375,"stroma"
0.32835,0.4823,"stroma"
0.33282,0.48403,"lymphocyte"
0.32891,0.48948,"stroma"
0.33608,0.48494,"lymphocyte"
0.33287,0.48225,"necrosis"
0.33771,0.49057,"lymphocyte"
0.33538,0.48753,"stroma"
0.32808,0.48739,"stroma"
0.33729,0.48721,"stroma"
0.3364,0.48953,"stroma"
0.33603,0.48589,"stroma"
0.3291,0.48484,"stroma"
0.33101,0.48339,"lymphocyte"
0.33608,0.48916,"blood"
0.33422,0.48971,"stroma"
0.33715,0.48725,"stroma"
0.33613,0.49016,"stroma"
0.33412,0.48244,"stroma"
0.33412,0.49075,"stroma"
0.33045,0.48162,"stroma"
0.3364,0.4828,"stroma"
0.33668,0.48771,"stroma"
0.33063,0.48903,"stroma"
0.3284,0.48839,"blood"
0.33105,0.4863,"stroma"
0.33203,0.48144,"stroma"
0.33752,0.49057,"stroma"
0.3325,0.49471,"blood"
0.33459,0.4983,"tumor"
0.33236,0.50084,"tumor"
0.33045,0.50107,"tumor"
0.33059,0.49166,"stroma"
0.33115,0.49802,"tumor"
0.32924,0.49721,"tumor"
0.33836,0.49262,"stroma"
0.33203,0.49734,"tumor"
0.33157,0.49539,"stroma"
0.33338,0.49557,"stroma"
0.33222,0.49393,"stroma"
0.33813,0.49916,"stroma"
0.33766,0.49802,"stroma"
0.33073,0.49425,"stroma"
0.33636,0.50075,"tumor"
0.33575,0.49648,"stroma"
0.33733,0.49657,"stroma"
0.33682,0.49957,"tumor"
0.33794,0.50148,"stroma"
0.32929,0.49948,"tumor"
0.33361,0.49661,"tumor"
0.32966,0.49502,"stroma"
0.33459,0.49493,"lymphocyte"
0.3358,0.49339,"stroma"
0.33622,0.49825,"tumor"
0.33319,0.49943,"necrosis"
0.32831,0.49202,"stroma"
0.33515,0.49548,"necrosis"
0.33436,0.49316,"stroma"
0.33161,0.49275,"blood"
0.32812,0.49911,"tumor"
0.3351,0.4943,"stroma"
0.3338,0.50148,"tumor"
0.33431,0.49457,"stroma"
0.33036,0.49289,"stroma"
0.33133,0.50693,"tumor"
0.33324,0.50661,"tumor"
0.33561,0.50239,"tumor"
0.33026,0.50988,"tumor"
0.33445,0.50411,"tumor"
0.32822,0.50193,"blood"
0.33063,0.50407,"tumor"
0.33575,0.50825,"ductal epithelium"
0.33696,0.50384,"tumor"
0.33398,0.50843,"tumor"
0.33617,0.5097,"ductal epithelium"
0.32966,0.5018,"tumor"
0.33492,0.50938,"ductal epithelium"
0.33673,0.5112,"tumor"
0.33268,0.51038,"tumor"
0.33547,0.50448,"tumor"
0.33412,0.51079,"tumor"
0.32826,0.5027,"stroma"
0.33771,0.50679,"stroma"
0.32812,0.51129,"ductal epithelium"
0.32868,0.50448,"stroma"
0.33529,0.51052,"ductal epithelium"
0.33296,0.50279,"stroma"
0.33533,0.50716,"ductal epithelium"
0.33827,0.51047,"tumor"
0.33012,0.51116,"tumor"
0.32896,0.50807,"stroma"
0.33575,0.50348,"blood"
0.33682,0.5087,"tumor"
0.33194,0.50948,"tumor"
0.33817,0.50461,"tumor"
0.33273,0.5087,"stroma"
0.33678,0.50602,"tumor"
0.33166,0.50579,"tumor"
0.33003,0.50816,"tumor"
0.33301,0.5187,"stroma"
0.33557,0.51588,"stroma"
0.33408,0.51538,"stroma"
0.33696,0.51979,"stroma"
0.3378,0.5182,"stroma"
0.33482,0.52015,"blood"
0.33129,0.51602,"ductal epithelium"
0.33817,0.5197,"stroma"
0.33696,0.52115,"blood"
0.33217,0.51561,"ductal epithelium"
0.33613,0.52061,"blood"
0.3318,0.5202,"stroma"
0.33505,0.52165,"stroma"
0.33301,0.51611,"ductal epithelium"
0.33054,0.51456,"tumor"
0.33157,0.51429,"stroma"
0.33473,0.51861,"stroma"
0.33794,0.51406,"ductal epithelium"
0.32952,0.51988,"stroma"
0.3325,0.51266,"tumor"
0.33817,0.51511,"ductal epithelium"
0.33622,0.51484,"stroma"
0.33022,0.51352,"tumor"
0.33687,0.51456,"ductal epithelium"
0.33454,0.51493,"blood"
0.32998,0.51611,"stroma"
0.33245,0.5177,"stroma"
0.32863,0.51384,"ductal epithelium"
0.33068,0.52156,"stroma"
0.33091,0.51697,"stroma"
0.33394,0.52029,"stroma"
0.33752,0.52156,"blood"
0.33487,0.51402,"necrosis"
0.33789,0.51693,"stroma"
0.33091,0.51211,"necrosis"
0.32891,0.51466,"tumor"
0.33436,0.51266,"tumor"
0.33022,0.51875,"stroma"
0.3291,0.51279,"tumor"
0.33831,0.52193,"blood"
0.33059,0.52056,"stroma"
0.32803,0.5172,"blood"
0.33296,0.51934,"blood"
0.33277,0.51975,"blood"
0.33668,0.52179,"stroma"
0.33552,0.51229,"tumor"
0.33645,0.52093,"blood"
0.32887,0.52197,"stroma"
0.33184,0.52143,"stroma"
0.33799,0.51261,"stroma"
0.32915,0.51911,"stroma"
0.33617,0.51661,"stroma"
0.33408,0.51388,"tumor"
0.32877,0.51579,"tumor"
0.33673,0.51747,"stroma"
0.32924,0.51779,"blood"
0.33268,0.52211,"stroma"
0.33277,0.52011,"stroma"
0.33026,0.53147,"stroma"
0.33831,0.52411,"stroma"
0.33622,0.52329,"tumor"
0.33124,0.52406,"necrosis"
0.33831,0.52252,"tumor"
0.32873,0.5222,"stroma"
0.33319,0.52252,"tumor"
0.3351,0.52293,"tumor"
0.33575,0.52452,"stroma"
0.33054,0.52284,"tumor"
0.33175,0.52256,"tumor"
0.33222,0.53292,"stroma"
0.33733,0.54097,"tumor"
0.33701,0.54242,"tumor"
0.32942,0.53933,"stroma"
0.32882,0.53288,"tumor"
0.33557,0.54138,"tumor"
0.33063,0.5327,"stroma"
0.32994,0.54188,"stroma"
0.32803,0.5412,"blood"
0.33492,0.53302,"stroma"
0.33375,0.54242,"stroma"
0.33468,0.54006,"stroma"
0.33301,0.5377,"stroma"
0.33701,0.53942,"tumor"
0.33589,0.53747,"stroma"
0.32845,0.54215,"stroma"
0.33222,0.55142,"stroma"
0.33208,0.54669,"necrosis"
0.32929,0.55156,"blood"
0.33222,0.5456,"stroma"
0.32924,0.55078,"lymphocyte"
0.32822,0.54751,"lymphocyte"
0.3297,0.55124,"blood"
0.33613,0.5486,"tumor"
0.33422,0.54688,"tumor"
0.3318,0.54865,"tumor"
0.33496,0.55247,"stroma"
0.3324,0.54833,"tumor"
0.33692,0.54447,"stroma"
0.33161,0.54988,"stroma"
0.32868,0.55033,"lymphocyte"
0.32826,0.54878,"lymphocyte"
0.33068,0.54883,"stroma"
0.32877,0.55242,"blood"
0.33557,0.54397,"tumor"
0.33408,0.5436,"tumor"
0.32826,0.55051,"blood"
0.33291,0.54497,"blood"
0.33003,0.54474,"stroma"
0.33068,0.54806,"blood"
0.32975,0.55056,"blood"
0.33008,0.54751,"lymphocyte"
0.33831,0.55019,"tumor"
0.33827,0.54488,"tumor"
0.33594,0.54574,"tumor"
0.3291,0.54719,"lymphocyte"
0.33105,0.54728,"blood"
0.33478,0.55197,"tumor"
0.33385,0.5521,"stroma"
0.33329,0.54733,"tumor"
0.32831,0.54915,"stroma"
0.32975,0.55206,"stroma"
0.33501,0.54719,"tumor"
0.33119,0.55215,"blood"
0.33371,0.54942,"tumor"
0.33729,0.55101,"tumor"
0.32896,0.54883,"stroma"
0.32984,0.54297,"stroma"
0.3298,0.5496,"lymphocyte"
0.33436,0.54833,"tumor"
0.33063,0.54665,"lymphocyte"
0.3351,0.54506,"tumor"
0.32998,0.54869,"stroma"
0.33412,0.54579,"lymphocyte"
0.33296,0.55047,"tumor"
0.33706,0.54724,"tumor"
0.32905,0.55156,"blood"
0.33454,0.55074,"tumor"
0.33366,0.5626,"blood"
0.33319,0.56314,"blood"
0.33124,0.56283,"lymphocyte"
0.33045,0.56165,"blood"
0.33036,0.5621,"blood"
0.33189,0.56019,"stroma"
0.33533,0.56196,"blood"
0.33724,0.55369,"tumor"
0.33408,0.56165,"stroma"
0.33482,0.56196,"blood"
0.3297,0.5606,"lymphocyte"
0.32854,0.5626,"blood"
0.33543,0.56146,"blood"
0.32901,0.56219,"blood"
0.33822,0.55596,"lymphocyte"
0.33692,0.56155,"stroma"
0.33743,0.55915,"stroma"
0.33645,0.55569,"stroma"
0.33431,0.55996,"stroma"
0.3298,0.5561,"tumor"
0.3317,0.55301,"stroma"
0.33431,0.55855,"stroma"
0.33831,0.56214,"lymphocyte"
0.33245,0.55874,"stroma"
0.33775,0.55706,"tumor"
0.32942,0.56074,"lymphocyte"
0.33608,0.55965,"lymphocyte"
0.3331,0.56133,"stroma"
0.32849,0.55724,"stroma"
0.33543,0.56037,"stroma"
0.33315,0.55387,"tumor"
0.33394,0.55669,"stroma"
0.33682,0.55792,"stroma"
0.32924,0.55878,"stroma"
0.33785,0.56155,"stroma"
0.33338,0.55787,"stroma"
0.33101,0.55546,"stroma"
0.33403,0.56046,"stroma"
0.33571,0.55678,"stroma"
0.32998,0.55315,"stroma"
0.33631,0.5606,"stroma"
0.32835,0.56174,"blood"
0.33147,0.55406,"stroma"
0.33101,0.55905,"tumor"
0.33543,0.55783,"stroma"
0.33505,0.56246,"stroma"
0.33822,0.56074,"stroma"
0.33729,0.56037,"stroma"
0.33426,0.56733,"blood"
0.3351,0.56564,"blood"
0.3338,0.56773,"blood"
0.33482,0.56701,"blood"
0.33008,0.56533,"blood"
0.33101,0.56387,"blood"
0.33161,0.56414,"blood"
0.33813,0.56455,"blood"
0.33487,0.56328,"blood"
0.33166,0.56574,"blood"
0.33417,0.56369,"stroma"
0.33654,0.56514,"lymphocyte"
0.33147,0.56651,"blood"
0.33091,0.56592,"blood"
0.33217,0.56433,"lymphocyte"
0.33431,0.5661,"blood"
0.33743,0.56419,"stroma"
0.3325,0.56637,"stroma"
0.3358,0.56551,"lymphocyte"
0.33529,0.56405,"lymphocyte"
0.33036,0.56437,"blood"
0.33124,0.56514,"stroma"
0.33696,0.56469,"blood"
0.32994,0.56351,"stroma"
0.3324,0.56546,"blood"
0.32998,0.56628,"lymphocyte"
0.3358,0.56596,"stroma"
0.3318,0.5671,"stroma"
0.33808,0.56351,"blood"
0.33431,0.56519,"blood"
0.33343,0.5661,"stroma"
0.3372,0.56651,"blood"
0.33208,0.56583,"blood"
0.33766,0.56569,"stroma"
0.33054,0.56514,"blood"
0.3358,0.56683,"lymphocyte"
0.33538,0.5666,"blood"
0.33445,0.56664,"blood"
0.3331,0.56524,"stroma"
0.33371,0.56501,"blood"
0.33631,0.56337,"stroma"
0.3364,0.56587,"stroma"
0.33389,0.58791,"lymphocyte"
0.3311,0.58519,"blood"
0.3338,0.58541,"blood"
0.32803,0.58755,"stroma"
0.33515,0.58773,"lymphocyte"
0.33147,0.59282,"stroma"
0.33836,0.5875,"lymphocyte"
0.33059,0.58737,"blood"
0.33445,0.59291,"stroma"
0.33217,0.59237,"lymphocyte"
0.33757,0.59196,"stroma"
0.33636,0.59127,"stroma"
0.33138,0.58814,"lymphocyte"
0.33673,0.58778,"lymphocyte"
0.33496,0.59155,"stroma"
0.33045,0.58509,"blood"
0.33059,0.59,"stroma"
0.33836,0.58478,"blood"
0.33138,0.58678,"stroma"
0.33189,0.58996,"stroma"
0.32952,0.58573,"blood"
0.33282,0.58587,"stroma"
0.33357,0.59209,"stroma"
0.33571,0.58519,"blood"
0.33678,0.58614,"stroma"
0.33468,0.58709,"lymphocyte"
0.32859,0.58868,"stroma"
0.33687,0.58514,"blood"
0.33031,0.58564,"lymphocyte"
0.33133,0.59373,"stroma"
0.33617,0.58946,"lymphocyte"
0.32905,0.58605,"blood"
0.33273,0.58732,"stroma"
0.33254,0.58805,"stroma"
0.33073,0.58464,"blood"
0.3384,0.58609,"stroma"
0.32849,0.594,"stroma"
0.33501,0.58555,"necrosis"
0.33487,0.58987,"stroma"
0.33264,0.59368,"stroma"
0.33766,0.58846,"stroma"
0.33473,0.58859,"stroma"
0.32798,0.59132,"stroma"
0.3298,0.58746,"stroma"
0.33371,0.58696,"lymphocyte"
